,question,question_id,question_type,answer
6,What is the outlook for Interstitial cystitis ?,0002205-7,outlook,
7,Do I need to see a doctor for Interstitial cystitis ?,0002205-8,when to contact a medical professional,
0,What is (are) Interstitial cystitis - resources ?,0002206-1,information,
0,What is (are) Interstitial keratitis ?,0002207-1,information,
1,What causes Interstitial keratitis ?,0002207-2,causes,
2,What are the symptoms of Interstitial keratitis ?,0002207-3,symptoms,
3,How to diagnose Interstitial keratitis ?,0002207-4,exams and tests,
4,What are the treatments for Interstitial keratitis ?,0002207-5,treatment,
5,What is the outlook for Interstitial keratitis ?,0002207-6,outlook,
6,What are the complications of Interstitial keratitis ?,0002207-7,complications,
7,Do I need to see a doctor for Interstitial keratitis ?,0002207-8,when to contact a medical professional,
8,How to prevent Interstitial keratitis ?,0002207-9,prevention,
0,What is (are) Interstitial lung disease ?,0002208-1,information,
1,What causes Interstitial lung disease ?,0002208-2,causes,
2,What are the symptoms of Interstitial lung disease ?,0002208-3,symptoms,
3,How to diagnose Interstitial lung disease ?,0002208-4,exams and tests,
4,What are the treatments for Interstitial lung disease ?,0002208-5,treatment,
5,Where to find support for people with Interstitial lung disease ?,0002208-6,support groups,
6,What is the outlook for Interstitial lung disease ?,0002208-7,outlook,
7,Do I need to see a doctor for Interstitial lung disease ?,0002208-8,when to contact a medical professional,
0,What is (are) Interstitial lung disease - adults - discharge ?,0002209-1,information,
1,Do I need to see a doctor for Interstitial lung disease - adults - discharge ?,0002209-8,when to contact a medical professional,
0,What is (are) Interstitial nephritis ?,0002210-1,information,
1,What causes Interstitial nephritis ?,0002210-2,causes,
2,What are the symptoms of Interstitial nephritis ?,0002210-3,symptoms,
3,How to diagnose Interstitial nephritis ?,0002210-4,exams and tests,
4,What are the treatments for Interstitial nephritis ?,0002210-5,treatment,
5,What is the outlook for Interstitial nephritis ?,0002210-6,outlook,
6,What are the complications of Interstitial nephritis ?,0002210-7,complications,
7,Do I need to see a doctor for Interstitial nephritis ?,0002210-8,when to contact a medical professional,
8,How to prevent Interstitial nephritis ?,0002210-9,prevention,
0,What is (are) Intertrigo ?,0002211-1,information,
1,What causes Intertrigo ?,0002211-2,causes,
2,What to do for Intertrigo ?,0002211-3,considerations,
3,Do I need to see a doctor for Intertrigo ?,0002211-4,when to contact a medical professional,
4,What is the outlook for Intertrigo ?,0002211-5,outlook,
0,What is (are) Intestinal leiomyoma ?,0002212-1,information,
0,What is (are) Intestinal obstruction ?,0002213-1,information,
1,What causes Intestinal obstruction ?,0002213-2,causes,
2,What are the symptoms of Intestinal obstruction ?,0002213-3,symptoms,
3,How to diagnose Intestinal obstruction ?,0002213-4,exams and tests,
4,What are the treatments for Intestinal obstruction ?,0002213-5,treatment,
5,What is the outlook for Intestinal obstruction ?,0002213-6,outlook,
6,What are the complications of Intestinal obstruction ?,0002213-7,complications,
7,Do I need to see a doctor for Intestinal obstruction ?,0002213-8,when to contact a medical professional,
8,How to prevent Intestinal obstruction ?,0002213-9,prevention,
0,What is (are) Intestinal obstruction repair ?,0002214-1,information,
1,What is (are) Intestinal obstruction repair ?,0002214-2,information,
2,Who is at risk for Intestinal obstruction repair? ?,0002214-4,susceptibility,
3,What is the outlook for Intestinal obstruction repair ?,0002214-6,outlook,
0,What is (are) Intestinal or bowel obstruction - discharge ?,0002215-1,information,
1,What is the outlook for Intestinal or bowel obstruction - discharge ?,0002215-2,outlook,
2,Do I need to see a doctor for Intestinal or bowel obstruction - discharge ?,0002215-4,when to contact a medical professional,
0,What is (are) Intestinal pseudo-obstruction ?,0002216-1,information,
1,What causes Intestinal pseudo-obstruction ?,0002216-2,causes,
2,What are the symptoms of Intestinal pseudo-obstruction ?,0002216-3,symptoms,
3,How to diagnose Intestinal pseudo-obstruction ?,0002216-4,exams and tests,
4,What are the treatments for Intestinal pseudo-obstruction ?,0002216-5,treatment,
5,What is the outlook for Intestinal pseudo-obstruction ?,0002216-6,outlook,
6,What are the complications of Intestinal pseudo-obstruction ?,0002216-7,complications,
7,Do I need to see a doctor for Intestinal pseudo-obstruction ?,0002216-8,when to contact a medical professional,
0,Do you have information about Intracardiac electrophysiology study (EPS),0002217-1,information,
0,What is (are) Intracranial pressure monitoring ?,0002218-1,information,
1,Who is at risk for Intracranial pressure monitoring? ?,0002218-8,susceptibility,
0,What is (are) Intraductal papilloma ?,0002219-1,information,
1,What causes Intraductal papilloma ?,0002219-2,causes,
2,What are the symptoms of Intraductal papilloma ?,0002219-3,symptoms,
3,How to diagnose Intraductal papilloma ?,0002219-4,exams and tests,
4,What are the treatments for Intraductal papilloma ?,0002219-5,treatment,
5,Where to find support for people with Intraductal papilloma ?,0002219-6,support groups,
6,What is the outlook for Intraductal papilloma ?,0002219-7,outlook,
7,What are the complications of Intraductal papilloma ?,0002219-8,complications,
8,Do I need to see a doctor for Intraductal papilloma ?,0002219-9,when to contact a medical professional,
9,How to prevent Intraductal papilloma ?,0002219-10,prevention,
0,Do you have information about Intrauterine,0002220-1,information,
0,Do you have information about Intrauterine devices (IUD),0002221-1,information,
0,What is (are) Intrauterine growth restriction ?,0002222-1,information,
1,What causes Intrauterine growth restriction ?,0002222-2,causes,
2,What are the symptoms of Intrauterine growth restriction ?,0002222-3,symptoms,
3,How to diagnose Intrauterine growth restriction ?,0002222-4,exams and tests,
4,What are the treatments for Intrauterine growth restriction ?,0002222-5,treatment,
5,What is the outlook for Intrauterine growth restriction ?,0002222-6,outlook,
6,What are the complications of Intrauterine growth restriction ?,0002222-7,complications,
7,Do I need to see a doctor for Intrauterine growth restriction ?,0002222-8,when to contact a medical professional,
8,How to prevent Intrauterine growth restriction ?,0002222-9,prevention,
0,Do you have information about Intravascular ultrasound,0002223-1,information,
0,Do you have information about Intravenous,0002224-1,information,
0,Do you have information about Intravenous pyelogram,0002225-1,information,
0,What is (are) Intraventricular hemorrhage of the newborn ?,0002226-1,information,
1,What causes Intraventricular hemorrhage of the newborn ?,0002226-2,causes,
2,What are the symptoms of Intraventricular hemorrhage of the newborn ?,0002226-3,symptoms,
3,How to diagnose Intraventricular hemorrhage of the newborn ?,0002226-4,exams and tests,
4,What are the treatments for Intraventricular hemorrhage of the newborn ?,0002226-5,treatment,
5,What is the outlook for Intraventricular hemorrhage of the newborn ?,0002226-6,outlook,
6,Do I need to see a doctor for Intraventricular hemorrhage of the newborn ?,0002226-7,when to contact a medical professional,
7,How to prevent Intraventricular hemorrhage of the newborn ?,0002226-8,prevention,
0,Do you have information about Intravitreal injection,0002227-1,information,
0,Do you have information about Intrinsic factor,0002228-1,information,
0,What is (are) Intussusception - children ?,0002229-1,information,
1,What causes Intussusception - children ?,0002229-2,causes,
2,What are the symptoms of Intussusception - children ?,0002229-3,symptoms,
3,How to diagnose Intussusception - children ?,0002229-4,exams and tests,
4,What are the treatments for Intussusception - children ?,0002229-5,treatment,
5,What is the outlook for Intussusception - children ?,0002229-6,outlook,
6,Do I need to see a doctor for Intussusception - children ?,0002229-7,when to contact a medical professional,
0,What is (are) Invasive ?,0002230-1,information,
0,Do you have information about Iodine in diet,0002231-1,information,
0,What is (are) Iodine poisoning ?,0002232-1,information,
1,What are the symptoms of Iodine poisoning ?,0002232-4,symptoms,
2,What to do for Iodine poisoning ?,0002232-5,considerations,
3,What is the outlook for Iodine poisoning ?,0002232-8,outlook,
4,What is the outlook for Iodine poisoning ?,0002232-9,outlook,
0,Do you have information about Ions,0002233-1,information,
0,Do you have information about Iontophoresis,0002234-1,information,
0,Do you have information about IQ testing,0002235-1,information,
0,Do you have information about Iris,0002236-1,information,
0,What is (are) Iron deficiency anemia ?,0002237-1,information,
1,What causes Iron deficiency anemia ?,0002237-2,causes,
2,What are the symptoms of Iron deficiency anemia ?,0002237-3,symptoms,
3,How to diagnose Iron deficiency anemia ?,0002237-4,exams and tests,
4,What are the treatments for Iron deficiency anemia ?,0002237-5,treatment,
5,What is the outlook for Iron deficiency anemia ?,0002237-6,outlook,
6,Do I need to see a doctor for Iron deficiency anemia ?,0002237-7,when to contact a medical professional,
7,How to prevent Iron deficiency anemia ?,0002237-8,prevention,
0,Do you have information about Iron in diet,0002238-1,information,
0,What is (are) Iron overdose ?,0002239-1,information,
1,What are the symptoms of Iron overdose ?,0002239-4,symptoms,
2,What is the outlook for Iron overdose ?,0002239-7,outlook,
3,What is the outlook for Iron overdose ?,0002239-8,outlook,
0,Do you have information about Irradiated foods,0002240-1,information,
0,What is (are) Irregular sleep-wake syndrome ?,0002241-1,information,
1,What causes Irregular sleep-wake syndrome ?,0002241-2,causes,
2,What are the symptoms of Irregular sleep-wake syndrome ?,0002241-3,symptoms,
3,How to diagnose Irregular sleep-wake syndrome ?,0002241-4,exams and tests,
4,What are the treatments for Irregular sleep-wake syndrome ?,0002241-5,treatment,
5,What is the outlook for Irregular sleep-wake syndrome ?,0002241-6,outlook,
6,Do I need to see a doctor for Irregular sleep-wake syndrome ?,0002241-7,when to contact a medical professional,
0,What is (are) Irritable bowel syndrome ?,0002242-1,information,
1,What causes Irritable bowel syndrome ?,0002242-2,causes,
2,What are the symptoms of Irritable bowel syndrome ?,0002242-3,symptoms,
3,How to diagnose Irritable bowel syndrome ?,0002242-4,exams and tests,
4,What are the treatments for Irritable bowel syndrome ?,0002242-5,treatment,
5,What is the outlook for Irritable bowel syndrome ?,0002242-6,outlook,
6,Do I need to see a doctor for Irritable bowel syndrome ?,0002242-7,when to contact a medical professional,
0,What is (are) Irritable bowel syndrome - aftercare ?,0002243-1,information,
1,Do I need to see a doctor for Irritable bowel syndrome - aftercare ?,0002243-5,when to contact a medical professional,
0,What is (are) Ischemic ulcers - self-care ?,0002244-1,information,
1,What causes Ischemic ulcers - self-care ?,0002244-2,causes,
2,What are the symptoms of Ischemic ulcers - self-care ?,0002244-3,symptoms,
3,Who is at risk for Ischemic ulcers - self-care? ?,0002244-4,susceptibility,
4,How to prevent Ischemic ulcers - self-care ?,0002244-6,prevention,
0,What is (are) Isolated sleep paralysis ?,0002245-1,information,
1,What are the symptoms of Isolated sleep paralysis ?,0002245-2,symptoms,
2,How to diagnose Isolated sleep paralysis ?,0002245-3,exams and tests,
3,What are the treatments for Isolated sleep paralysis ?,0002245-4,treatment,
0,Do you have information about Isolation precautions,0002246-1,information,
0,What is (are) Isopropanol overdose ?,0002247-1,information,
1,What are the symptoms of Isopropanol overdose ?,0002247-4,symptoms,
2,What to do for Isopropanol overdose ?,0002247-5,considerations,
3,What is the outlook for Isopropanol overdose ?,0002247-8,outlook,
4,What is the outlook for Isopropanol overdose ?,0002247-9,outlook,
0,What is (are) Itching ?,0002248-1,information,
1,What causes Itching ?,0002248-2,causes,
2,What to do for Itching ?,0002248-3,considerations,
3,Do I need to see a doctor for Itching ?,0002248-4,when to contact a medical professional,
4,What is the outlook for Itching ?,0002248-5,outlook,
0,Do you have information about IV treatment at home,0002249-1,information,
0,What is (are) Jack-in-the-pulpit poisoning ?,0002250-1,information,
1,What are the symptoms of Jack-in-the-pulpit poisoning ?,0002250-4,symptoms,
2,What to do for Jack-in-the-pulpit poisoning ?,0002250-5,considerations,
3,What is the outlook for Jack-in-the-pulpit poisoning ?,0002250-8,outlook,
4,What is the outlook for Jack-in-the-pulpit poisoning ?,0002250-9,outlook,
0,What is (are) Jaundice ?,0002251-1,information,
1,What causes Jaundice ?,0002251-2,causes,
2,What are the symptoms of Jaundice ?,0002251-3,symptoms,
3,How to diagnose Jaundice ?,0002251-4,exams and tests,
4,What are the treatments for Jaundice ?,0002251-5,treatment,
5,Do I need to see a doctor for Jaundice ?,0002251-6,when to contact a medical professional,
